child_ID,age,input_words,words_known,sample_size,words_know(regularization),bilingual
HDPM078,22.0,13750000.0,57.0,558.0,78.2,1
HDPM079,22.0,13750000.0,186.5,558.0,256.0,1
HDPM080,22.0,13750000.0,374.5,558.0,514.1,1
HDPM081,22.0,13750000.0,64.0,558.0,87.9,1
HDPM082,22.0,13750000.0,210.5,558.0,289.0,1
HDPM083,22.0,13750000.0,257.5,558.0,353.5,1
HDPM084,22.0,13750000.0,325.0,558.0,446.1,1
HDPM085,22.0,13750000.0,467.5,558.0,641.8,1
HDPM086,22.0,13750000.0,58.5,558.0,80.3,1
HDPM087,22.0,13750000.0,307.5,558.0,422.1,1
HDPM088,22.0,13750000.0,389.0,558.0,534.0,1
HDPM091,22.0,13750000.0,308.5,558.0,423.5,1
HDPM092,22.0,13750000.0,45.0,558.0,61.8,1
HDPM093,22.0,13750000.0,202.5,557.0,278.5,1
HDPM094,22.0,13750000.0,103.5,558.0,142.1,1
HDPM097,22.0,13750000.0,125.5,558.0,172.3,1
HDPM098,22.0,13750000.0,297.5,558.0,408.4,1
HDPM099,22.0,13750000.0,498.5,558.0,684.3,1
HDPM100,22.0,13750000.0,448.0,558.0,615.0,1
HDPM131,22.0,13750000.0,494.5,558.0,678.8,1
HDPM132,22.0,13750000.0,37.5,558.0,51.5,1
HDPM133,22.0,13750000.0,210.5,558.0,289.0,1
HDPM134,22.0,13750000.0,436.0,558.0,598.5,1
HDPM135,22.0,13750000.0,314.5,558.0,431.7,1
HDPM136,22.0,13750000.0,24.5,558.0,33.6,1
HDPM137,22.0,13750000.0,34.0,558.0,46.7,1
HDPM138,22.0,13750000.0,507.0,558.0,696.0,1
HDPM052,25.0,15625000.0,545.0,558.0,748.2,1
HDPM054,25.0,15625000.0,228.5,558.0,313.7,1
HDPM056,25.0,15625000.0,215.0,558.0,295.1,1
HDPM057,25.0,15625000.0,226.5,558.0,310.9,1
HDPM058,25.0,15625000.0,165.0,558.0,226.5,1
HDPM059,25.0,15625000.0,62.5,558.0,85.8,1
HDPM060????,25.0,15625000.0,257.5,558.0,353.5,1
HDPM061,25.0,15625000.0,491.0,558.0,674.0,1
HDPM062,25.0,15625000.0,159.5,558.0,219.0,1
HDPM063,25.0,15625000.0,301.0,558.0,413.2,1
HDPM064,25.0,15625000.0,493.0,558.0,676.8,1
HDPM065,25.0,15625000.0,428.0,558.0,587.5,1
HDPM066,25.0,15625000.0,320.0,558.0,439.3,1
HDPM068,25.0,15625000.0,249.5,558.0,342.5,1
HDPM069,25.0,15625000.0,254.5,558.0,349.4,1
HDPM070,25.0,15625000.0,330.5,558.0,453.7,1
HDPM071,25.0,15625000.0,371.5,557.0,510.9,1
HDPM072,25.0,15625000.0,504.0,558.0,691.9,1
HDPM076,25.0,15625000.0,336.0,558.0,461.2,1
HDPM077,25.0,15625000.0,83.5,558.0,114.6,1
HDPM078,25.0,15625000.0,57.0,558.0,78.2,1
HDPM079,25.0,15625000.0,186.5,558.0,256.0,1
HDPM080,25.0,15625000.0,374.5,558.0,514.1,1
HDPM081,25.0,15625000.0,64.0,558.0,87.9,1
HDPM082,25.0,15625000.0,210.5,558.0,289.0,1
HDPM083,25.0,15625000.0,257.5,558.0,353.5,1
HDPM084,25.0,15625000.0,325.0,558.0,446.1,1
HDPM085,25.0,15625000.0,467.5,558.0,641.8,1
HDPM086,25.0,15625000.0,58.5,558.0,80.3,1
HDPM087,25.0,15625000.0,307.5,558.0,422.1,1
HDPM088,25.0,15625000.0,389.0,558.0,534.0,1
HDPM090,25.0,15625000.0,312.5,558.0,429.0,1
HDPM091,25.0,15625000.0,308.5,558.0,423.5,1
HDPM092,25.0,15625000.0,45.0,558.0,61.8,1
HDPM093,25.0,15625000.0,202.5,557.0,278.5,1
HDPM094,25.0,15625000.0,103.5,558.0,142.1,1
HDPM096,25.0,15625000.0,549.5,558.0,754.3,1
HDPM097,25.0,15625000.0,125.5,558.0,172.3,1
HDPM098,25.0,15625000.0,297.5,558.0,408.4,1
HDPM099,25.0,15625000.0,498.5,558.0,684.3,1
HDPM100,25.0,15625000.0,448.0,558.0,615.0,1
HDPM110,25.0,15625000.0,135.0,558.0,185.3,1
HDPM131,25.0,15625000.0,494.5,558.0,678.8,1
HDPM132,25.0,15625000.0,37.5,558.0,51.5,1
HDPM133,25.0,15625000.0,210.5,558.0,289.0,1
HDPM134,25.0,15625000.0,436.0,558.0,598.5,1
HDPM135,25.0,15625000.0,314.5,558.0,431.7,1
HDPM136,25.0,15625000.0,24.5,558.0,33.6,1
HDPM137,25.0,15625000.0,34.0,558.0,46.7,1
HDPM138,25.0,15625000.0,507.0,558.0,696.0,1
HDPM140,25.0,15625000.0,415.0,558.0,569.7,1
AA04M058,19.0,11875000.0,10.0,697.0,11.0,1
AA04M058,26.0,16250000.0,36.0,697.0,39.6,1
AA30F039,30.0,18750000.0,201.5,697.0,221.4,1
AB03F057,24.0,15000000.0,551.5,697.0,606.1,1
AC17F058,18.0,11250000.0,15.0,697.0,16.5,1
AF01F058,22.0,13750000.0,58.0,697.0,63.7,1
AG06M058,28.0,17500000.0,14.0,697.0,15.4,1
AG21M059,29.0,18125000.0,238.5,697.0,262.1,1
AJ14M058,24.0,15000000.0,61.5,697.0,67.6,1
AJ14M058,31.0,19375000.0,203.5,697.0,223.6,1
AL06F098,24.0,15000000.0,248.0,697.0,272.6,1
AL13F039,22.0,13750000.0,60.0,697.0,65.9,1
AL16F039,27.0,16875000.0,238.0,697.0,261.6,1
AL28F118,32.0,20000000.0,48.5,697.0,53.3,1
AM18F020,18.0,11250000.0,85.5,697.0,94.0,1
AM18M078,18.0,11250000.0,39.5,697.0,43.4,1
AM18M078,24.0,15000000.0,59.0,697.0,64.8,1
AM18M078,29.0,18125000.0,93.5,697.0,102.8,1
AM22M088,24.0,15000000.0,34.5,697.0,37.9,1
AO31F030,30.0,18750000.0,156.5,697.0,172.0,1
AP15F088,24.0,15000000.0,106.5,697.0,117.0,1
AP15F088,32.0,20000000.0,325.0,697.0,357.2,1
AP28F030,28.0,17500000.0,145.5,697.0,159.9,1
AR15F039,19.0,11875000.0,323.5,697.0,355.5,1
AR15F039,23.0,14375000.0,415.0,697.0,456.1,1
AS24M088,30.0,18750000.0,347.5,697.0,381.9,1
AS28F039,29.0,18125000.0,8.0,697.0,8.8,1
AW04M057,25.0,15625000.0,435.0,697.0,478.1,1
AW04M057,31.0,19375000.0,632.0,697.0,694.6,1
BC21M088,24.0,15000000.0,284.0,697.0,312.1,1
BC21M088,31.0,19375000.0,222.0,697.0,244.0,1
BN14M098,24.0,15000000.0,80.0,697.0,87.9,1
BN14M098,30.0,18750000.0,49.0,697.0,53.9,1
CA26M039,26.0,16250000.0,33.5,697.0,36.8,1
CC05M088,19.0,11875000.0,11.0,697.0,12.1,1
CC05M088,24.0,15000000.0,10.0,697.0,11.0,1
CD26M020,26.0,16250000.0,153.0,697.0,168.1,1
CE24M068,29.0,18125000.0,127.5,697.0,140.1,1
CF27F089,27.0,16875000.0,116.5,697.0,128.0,1
CF27F089,30.0,18750000.0,248.0,697.0,272.6,1
CG10M058,19.0,11875000.0,134.0,697.0,147.3,1
CG10M058,25.0,15625000.0,248.0,697.0,272.6,1
CK19F088,24.0,15000000.0,38.0,697.0,41.8,1
CK19F088,31.0,19375000.0,199.0,697.0,218.7,1
CP31F088,31.0,19375000.0,247.0,697.0,271.5,1
CR29M098,30.0,18750000.0,142.5,697.0,156.6,1
CS04F047,25.0,15625000.0,108.0,697.0,118.7,1
CS04F047,30.0,18750000.0,193.5,697.0,212.7,1
CS07F078,26.0,16250000.0,284.5,697.0,312.7,1
CS21M078,21.0,13125000.0,43.5,697.0,47.8,1
CS21M078,27.0,16875000.0,364.0,697.0,400.0,1
CS23F039,23.0,14375000.0,1.5,697.0,1.6,1
CS23F039,29.0,18125000.0,76.5,697.0,84.1,1
CT21M048,24.0,15000000.0,304.5,697.0,334.6,1
CT21M048,30.0,18750000.0,485.0,697.0,533.0,1
CV32M038,32.0,20000000.0,264.5,697.0,290.7,1
CW02F097,23.0,14375000.0,314.5,697.0,345.6,1
CW02F097,28.0,17500000.0,604.0,697.0,663.8,1
CW02F097,31.0,19375000.0,583.0,697.0,640.7,1
DB31M030,31.0,19375000.0,354.5,697.0,389.6,1
DG12M048,24.0,15000000.0,50.0,697.0,54.9,1
DG29F098,29.0,18125000.0,119.0,697.0,130.8,1
DR13M038,25.0,15625000.0,364.0,697.0,400.0,1
DS29M039,30.0,18750000.0,293.0,697.0,322.0,1
DV27M058,30.0,18750000.0,316.5,697.0,347.8,1
DY10M048,18.0,11250000.0,40.5,697.0,44.5,1
DY10M048,25.0,15625000.0,220.0,697.0,241.8,1
DY10M048,26.0,16250000.0,229.5,697.0,252.2,1
DY10M048,32.0,20000000.0,494.0,697.0,542.9,1
EA22F108,24.0,15000000.0,51.5,697.0,56.6,1
EB19M039,20.0,12500000.0,39.5,697.0,43.4,1
EB19M039,30.0,18750000.0,144.5,697.0,158.8,1
EC29F030,29.0,18125000.0,55.0,697.0,60.4,1
EC30M058,33.0,20625000.0,115.5,697.0,126.9,1
ED06M117,18.0,11250000.0,80.0,697.0,87.9,1
ED06M117,30.0,18750000.0,412.0,697.0,452.8,1
EG03F107,26.0,16250000.0,315.5,697.0,346.7,1
EG12M048,19.0,11875000.0,43.5,697.0,47.8,1
EG12M048,24.0,15000000.0,38.5,697.0,42.3,1
EG31M049,31.0,19375000.0,200.5,697.0,220.3,1
EJ19F108,19.0,11875000.0,69.0,697.0,75.8,1
EJ19F108,31.0,19375000.0,171.5,697.0,188.5,1
EM25F039,29.0,18125000.0,104.0,697.0,114.3,1
EO04F018,24.0,15000000.0,113.5,697.0,124.7,1
EP14F109,19.0,11875000.0,45.0,697.0,49.5,1
ER17M078,24.0,15000000.0,52.0,697.0,57.1,1
ER31F058,32.0,20000000.0,34.0,697.0,37.4,1
ES11M099,18.0,11250000.0,24.5,697.0,26.9,1
ET09F058,24.0,15000000.0,101.0,697.0,111.0,1
ET32F098,32.0,20000000.0,198.0,697.0,217.6,1
EU10F048,19.0,11875000.0,167.5,697.0,184.1,1
EU10F048,27.0,16875000.0,32.5,697.0,35.7,1
EV23F088,30.0,18750000.0,138.5,697.0,152.2,1
FA20M039,20.0,12500000.0,10.0,697.0,11.0,1
FA20M039,24.0,15000000.0,5.0,697.0,5.5,1
FM08F039,18.0,11250000.0,92.0,697.0,101.1,1
GB21M058,32.0,20000000.0,44.0,697.0,48.4,1
GG17M078,25.0,15625000.0,89.5,697.0,98.4,1
GH11M098,19.0,11875000.0,46.5,697.0,51.1,1
GH11M098,25.0,15625000.0,187.0,697.0,205.5,1
GM18F049,24.0,15000000.0,28.5,697.0,31.3,1
GM24F098,31.0,19375000.0,536.0,697.0,589.1,1
GR14M119,18.0,11250000.0,329.5,697.0,362.1,1
GS24F058,25.0,15625000.0,22.0,697.0,24.2,1
GS24F058,30.0,18750000.0,16.0,697.0,17.6,1
HE03F038,21.0,13125000.0,25.0,697.0,27.5,1
HS13M087,24.0,15000000.0,58.0,697.0,63.7,1
IA25F058,29.0,18125000.0,185.0,697.0,203.3,1
IC14F039,27.0,16875000.0,56.5,697.0,62.1,1
IC28M039,28.0,17500000.0,131.0,697.0,144.0,1
IR22M018,27.0,16875000.0,127.5,697.0,140.1,1
IR30M058,31.0,19375000.0,235.5,697.0,258.8,1
JC18M088,19.0,11875000.0,8.5,697.0,9.3,1
JE09M048,19.0,11875000.0,85.5,697.0,94.0,1
JE18M088,26.0,16250000.0,75.5,697.0,83.0,1
JE25F058,25.0,15625000.0,36.5,697.0,40.1,1
JH11M058,22.0,13750000.0,172.0,697.0,189.0,1
JH11M058,32.0,20000000.0,476.5,697.0,523.7,1
JM04F048,27.0,16875000.0,112.0,697.0,123.1,1
JM08M048,18.0,11250000.0,72.0,697.0,79.1,1
JM08M048,23.0,14375000.0,165.5,697.0,181.9,1
JM14F039,18.0,11250000.0,158.0,697.0,173.6,1
JM14F039,24.0,15000000.0,97.0,697.0,106.6,1
JM14M58B,24.0,15000000.0,16.0,697.0,17.6,1
JM17M039,17.0,10625000.0,52.5,697.0,57.7,1
JM17M039,24.0,15000000.0,102.5,697.0,112.6,1
JM17M039,28.0,17500000.0,329.5,697.0,362.1,1
JM30F048,30.0,18750000.0,143.5,697.0,157.7,1
JO21M068,24.0,15000000.0,127.0,697.0,139.6,1
JO21M068,29.0,18125000.0,398.0,697.0,437.4,1
JO25M059,25.0,15625000.0,18.0,697.0,19.8,1
JR15M119,18.0,11250000.0,42.0,697.0,46.2,1
JR23M049,23.0,14375000.0,103.5,697.0,113.7,1
JS20M058,24.0,15000000.0,80.0,697.0,87.9,1
JS25M019,29.0,18125000.0,114.5,697.0,125.8,1
JS32F059,33.0,20625000.0,27.0,697.0,29.7,1
JV04M057,25.0,15625000.0,87.0,697.0,95.6,1
JV04M057,31.0,19375000.0,287.5,697.0,316.0,1
JV04M057,36.0,22500000.0,133.0,697.0,146.2,1
KB09F049,22.0,13750000.0,13.0,697.0,14.3,1
KG23F019,28.0,17500000.0,12.0,697.0,13.2,1
KG23F019,31.0,19375000.0,58.5,697.0,64.3,1
KH06F098,22.0,13750000.0,260.0,697.0,285.7,1
KH24F010,25.0,15625000.0,2.0,697.0,2.2,1
KV23F108,24.0,15000000.0,157.0,697.0,172.5,1
KV23F108,30.0,18750000.0,277.5,697.0,305.0,1
KW16F048,19.0,11875000.0,16.5,697.0,18.1,1
KW16F048,28.0,17500000.0,672.0,697.0,738.5,1
LG21M058,25.0,15625000.0,324.5,697.0,356.6,1
LH19M049,21.0,13125000.0,24.0,697.0,26.4,1
LK24F068,25.0,15625000.0,381.5,697.0,419.3,1
LP21M088,25.0,15625000.0,86.0,697.0,94.5,1
MA05M018,24.0,15000000.0,139.0,697.0,152.8,1
MA05M018,31.0,19375000.0,68.0,697.0,74.7,1
MB30M078,30.0,18750000.0,628.5,697.0,690.7,1
MC07M058,19.0,11875000.0,26.5,697.0,29.1,1
MC07M058,25.0,15625000.0,71.0,697.0,78.0,1
MD06M048,23.0,14375000.0,27.5,697.0,30.2,1
MD27F020,27.0,16875000.0,48.0,697.0,52.8,1
MF04F117,19.0,11875000.0,98.5,697.0,108.3,1
MF04F117,25.0,15625000.0,372.5,697.0,409.4,1
MG00M068,19.0,11875000.0,30.0,697.0,33.0,1
MG04F057,19.0,11875000.0,7.0,697.0,7.7,1
MG21M039,22.0,13750000.0,13.0,697.0,14.3,1
MK03M057,24.0,15000000.0,132.5,697.0,145.6,1
MK03M057,30.0,18750000.0,351.5,697.0,386.3,1
MK03M057,34.0,21250000.0,410.5,697.0,451.1,1
ML27F028,30.0,18750000.0,32.0,697.0,35.2,1
MM16M088,25.0,15625000.0,32.5,697.0,35.7,1
MS11F038,24.0,15000000.0,203.5,697.0,223.6,1
MS31F058,32.0,20000000.0,191.5,697.0,210.5,1
MV11M058,25.0,15625000.0,104.0,697.0,114.3,1
MV11M058,32.0,20000000.0,172.0,697.0,189.0,1
MW02M048,23.0,14375000.0,32.0,697.0,35.2,1
NA00M058,20.0,12500000.0,10.0,697.0,11.0,1
NR19F069,35.0,21875000.0,327.5,697.0,359.9,1
NW07M108,21.0,13125000.0,17.5,697.0,19.2,1
OF32F058,32.0,20000000.0,62.5,697.0,68.7,1
OO18F088,24.0,15000000.0,32.5,697.0,35.7,1
OO18F088,29.0,18125000.0,22.5,697.0,24.7,1
PA26M109,26.0,16250000.0,24.0,697.0,26.4,1
PI20F058,24.0,15000000.0,70.0,697.0,76.9,1
PI20F058,30.0,18750000.0,214.5,697.0,235.7,1
PR20F078,25.0,15625000.0,124.0,697.0,136.3,1
PR20F078,33.0,20625000.0,304.5,697.0,334.6,1
RA25M039,25.0,15625000.0,491.0,697.0,539.6,1
RA25M039,30.0,18750000.0,482.0,697.0,529.7,1
RA25M039,32.0,20000000.0,352.5,697.0,387.4,1
RA26F039,26.0,16250000.0,28.0,697.0,30.8,1
RH19M048,19.0,11875000.0,12.0,697.0,13.2,1
RH19M048,29.0,18125000.0,117.5,697.0,129.1,1
RI30M058,30.0,18750000.0,198.5,697.0,218.2,1
RL17M058,24.0,15000000.0,141.5,697.0,155.5,1
SB12M048,18.0,11250000.0,51.0,697.0,56.0,1
SL03F038,21.0,13125000.0,30.5,697.0,33.5,1
SL14F038,25.0,15625000.0,469.5,697.0,516.0,1
SM17F039,25.0,15625000.0,160.0,697.0,175.8,1
SM17F039,30.0,18750000.0,381.0,697.0,418.7,1
SM25F069,28.0,17500000.0,83.0,697.0,91.2,1
SP24F039,24.0,15000000.0,6.0,697.0,6.6,1
SS07F088,22.0,13750000.0,5.0,697.0,5.5,1
SS11F058,21.0,13125000.0,11.0,697.0,12.1,1
SS11F058,31.0,19375000.0,125.5,697.0,137.9,1
SW31F048,32.0,20000000.0,667.0,697.0,733.0,1
TM30M058,31.0,19375000.0,114.0,697.0,125.3,1
TR12M048,23.0,14375000.0,0.0,697.0,0.0,1
TS20M118,22.0,13750000.0,96.5,697.0,106.1,1
TS20M118,28.0,17500000.0,258.5,697.0,284.1,1
VA24M030,24.0,15000000.0,122.0,697.0,134.1,1
VE15F088,17.0,10625000.0,19.5,697.0,21.4,1
VE15F088,24.0,15000000.0,68.5,697.0,75.3,1
VE15F088,29.0,18125000.0,92.0,697.0,101.1,1
VG11F088,25.0,15625000.0,45.0,697.0,49.5,1
VG11F088,31.0,19375000.0,165.5,697.0,181.9,1
VG27F049,27.0,16875000.0,446.5,697.0,490.7,1
VL18F058,24.0,15000000.0,85.0,697.0,93.4,1
VO19M039,20.0,12500000.0,140.0,697.0,153.9,1
VP23F039,23.0,14375000.0,136.5,697.0,150.0,1
VP23F039,30.0,18750000.0,360.5,697.0,396.2,1
YT29F049,30.0,18750000.0,173.5,697.0,190.7,1
ZZ21M049,21.0,13125000.0,40.5,697.0,44.5,1
ZZ21M049,32.0,20000000.0,193.0,697.0,212.1,1
101,35.0,21875000.0,145.0,423.0,262.6,1
102,19.0,11875000.0,24.0,423.0,43.5,1
102,26.0,16250000.0,37.0,423.0,67.0,1
103,34.0,21250000.0,108.0,423.0,195.6,1
104,30.0,18750000.0,75.0,423.0,135.8,1
104,35.0,21875000.0,145.5,423.0,263.5,1
105,28.0,17500000.0,51.0,423.0,92.4,1
105,31.0,19375000.0,21.0,423.0,38.0,1
105,35.0,21875000.0,36.0,423.0,65.2,1
106,30.0,18750000.0,37.0,423.0,67.0,1
106,34.0,21250000.0,49.0,423.0,88.7,1
107,17.0,10625000.0,12.0,423.0,21.7,1
107,23.0,14375000.0,54.0,423.0,97.8,1
107,27.0,16875000.0,77.0,423.0,139.4,1
107,33.0,20625000.0,213.0,423.0,385.7,1
108,21.0,13125000.0,6.0,423.0,10.9,1
108,26.0,16250000.0,30.0,423.0,54.3,1
108,30.0,18750000.0,30.5,423.0,55.2,1
108,34.0,21250000.0,-4707.0,423.0,-8523.8,1
109,23.0,14375000.0,3.0,423.0,5.4,1
110,18.0,11250000.0,33.0,423.0,59.8,1
110,22.0,13750000.0,44.0,423.0,79.7,1
111,24.0,15000000.0,49.0,423.0,88.7,1
111,28.0,17500000.0,131.5,423.0,238.1,1
111,32.0,20000000.0,155.0,423.0,280.7,1
111,36.0,22500000.0,179.0,423.0,324.1,1
112,27.0,16875000.0,43.0,423.0,77.9,1
112,31.0,19375000.0,89.5,423.0,162.1,1
112,35.0,21875000.0,114.5,422.0,207.8,1
113,29.0,18125000.0,36.0,423.0,65.2,1
113,33.0,20625000.0,51.0,423.0,92.4,1
114,22.0,13750000.0,38.0,423.0,68.8,1
114,26.0,16250000.0,42.0,422.0,76.2,1
114,31.0,19375000.0,95.5,423.0,172.9,1
114,36.0,22500000.0,252.0,423.0,456.3,1
115,26.0,16250000.0,46.0,423.0,83.3,1
115,32.0,20000000.0,220.0,423.0,398.4,1
115,35.0,21875000.0,206.0,423.0,373.0,1
116,22.0,13750000.0,4.0,423.0,7.2,1
116,30.0,18750000.0,21.0,423.0,38.0,1
117,21.0,13125000.0,67.5,423.0,122.2,1
118,27.0,16875000.0,83.0,423.0,150.3,1
118,31.0,19375000.0,246.0,423.0,445.5,1
118,34.0,21250000.0,223.0,423.0,403.8,1
119,20.0,12500000.0,29.0,423.0,52.5,1
119,25.0,15625000.0,90.5,423.0,163.9,1
119,28.0,17500000.0,225.5,423.0,408.4,1
203,28.0,17500000.0,176.0,423.0,318.7,1
205,27.0,16875000.0,234.5,423.0,424.7,1
302,26.0,16250000.0,35.0,423.0,63.4,1
303,26.0,16250000.0,35.0,423.0,63.4,1
304,22.0,13750000.0,14.0,423.0,25.4,1
304,26.0,16250000.0,47.0,423.0,85.1,1
304,30.0,18750000.0,38.0,423.0,68.8,1
304,35.0,21875000.0,59.0,423.0,106.8,1
305,24.0,15000000.0,25.0,423.0,45.3,1
305,29.0,18125000.0,58.0,423.0,105.0,1
305,33.0,20625000.0,66.0,423.0,119.5,1
305,36.0,22500000.0,91.0,423.0,164.8,1
306,26.0,16250000.0,51.0,423.0,92.4,1
306,30.0,18750000.0,66.0,423.0,119.5,1
307,24.0,15000000.0,306.5,423.0,555.0,1
307,30.0,18750000.0,412.0,423.0,746.1,1
308,35.0,21875000.0,262.5,423.0,475.4,1
310,31.0,19375000.0,14.0,423.0,25.4,1
311,21.0,13125000.0,51.0,423.0,92.4,1
311,25.0,15625000.0,102.0,422.0,185.1,1
311,31.0,19375000.0,255.0,423.0,461.8,1
311,35.0,21875000.0,417.0,423.0,755.1,1
313,25.0,15625000.0,77.0,423.0,139.4,1
313,31.0,19375000.0,177.0,423.0,320.5,1
313,36.0,22500000.0,208.0,422.0,377.6,1
314,29.0,18125000.0,361.5,423.0,654.6,1
314,35.0,21875000.0,390.0,423.0,706.2,1
315,19.0,11875000.0,33.0,423.0,59.8,1
315,33.0,20625000.0,74.0,423.0,134.0,1
316,26.0,16250000.0,63.0,423.0,114.1,1
317,17.0,10625000.0,16.0,423.0,29.0,1
318,28.0,17500000.0,147.5,423.0,267.1,1
318,32.0,20000000.0,242.5,423.0,439.1,1
318,35.0,21875000.0,27.0,423.0,48.9,1
319,26.0,16250000.0,201.0,423.0,364.0,1
319,29.0,18125000.0,260.5,423.0,471.7,1
319,33.0,20625000.0,214.0,422.0,388.4,1
320,25.0,15625000.0,40.0,423.0,72.4,1
320,30.0,18750000.0,63.0,423.0,114.1,1
322,28.0,17500000.0,41.0,423.0,74.2,1
322,32.0,20000000.0,282.0,422.0,511.9,1
323,25.0,15625000.0,96.5,423.0,174.7,1
324,30.0,18750000.0,85.0,423.0,153.9,1
325,35.0,21875000.0,13.0,423.0,23.5,1
401,23.0,14375000.0,16.0,423.0,29.0,1
401,27.0,16875000.0,27.0,423.0,48.9,1
401,31.0,19375000.0,83.5,423.0,151.2,1
402,36.0,22500000.0,234.0,423.0,423.7,1
501,28.0,17500000.0,87.0,423.0,157.5,1
503,25.0,15625000.0,20.0,423.0,36.2,1
504,23.0,14375000.0,76.0,423.0,137.6,1
505,24.0,15000000.0,124.0,423.0,224.5,1
Child1,1.0,625000.0,86.0,477.0,138.1,1
Child2,1.0,625000.0,121.0,478.0,193.9,1
Child3,1.0,625000.0,269.0,478.0,431.1,1
Child4,1.0,625000.0,56.0,478.0,89.7,1
Child5,1.0,625000.0,209.0,478.0,334.9,1
Child6,1.0,625000.0,331.0,478.0,530.4,1
Child7,0.0,0.0,209.0,478.0,334.9,1
Child8,0.0,0.0,197.0,478.0,315.7,1
Child9,1.0,625000.0,236.0,478.0,378.2,1
Child10,0.0,0.0,286.0,478.0,458.3,1
Child11,0.0,0.0,357.0,478.0,572.1,1
Child12,1.0,625000.0,46.0,478.0,73.7,1
Child13,0.0,0.0,62.0,478.0,99.4,1
Child14,0.0,0.0,41.0,478.0,65.7,1
Child15,0.0,0.0,273.0,478.0,437.5,1
Child16,1.0,625000.0,436.0,478.0,698.7,1
Child17,1.0,625000.0,385.0,478.0,617.0,1
Child18,1.0,625000.0,192.0,478.0,307.7,1
Child19,1.0,625000.0,240.0,478.0,384.6,1
Child20,1.0,625000.0,78.0,478.0,125.0,1
Child21,0.0,0.0,334.0,478.0,535.2,1
Child22,1.0,625000.0,336.0,478.0,538.4,1
Child23,0.0,0.0,279.0,478.0,447.1,1
Child24,0.0,0.0,307.0,478.0,492.0,1
Child25,1.0,625000.0,95.0,478.0,152.2,1
Child26,1.0,625000.0,219.0,478.0,350.9,1
Child27,1.0,625000.0,237.0,478.0,379.8,1
Child28,1.0,625000.0,464.0,478.0,743.6,1
Child29,1.0,625000.0,436.0,478.0,698.7,1
Child30,1.0,625000.0,10.0,478.0,16.0,1
Child31,1.0,625000.0,400.0,478.0,641.0,1
Child32,0.0,0.0,342.0,478.0,548.1,1
Child33,0.0,0.0,305.0,478.0,488.8,1
Child34,0.0,0.0,379.0,478.0,607.4,1
Child35,1.0,625000.0,91.0,478.0,145.8,1
Child36,1.0,625000.0,430.0,478.0,689.1,1
Child37,1.0,625000.0,424.0,478.0,679.5,1
Child38,1.0,625000.0,319.0,478.0,511.2,1
Child39,1.0,625000.0,476.0,478.0,762.8,1
Child40,1.0,625000.0,296.0,478.0,474.3,1
401.0,16.0,10000000.0,206.0,398.0,396.5,1
402.0,17.0,10625000.0,4.5,398.0,8.7,1
404.0,19.0,11875000.0,75.0,398.0,144.3,1
406.0,17.0,10625000.0,11.5,398.0,22.1,1
408.0,16.0,10000000.0,23.5,398.0,45.2,1
410.0,16.0,10000000.0,36.5,398.0,70.2,1
411.0,16.0,10000000.0,10.0,398.0,19.2,1
412.0,17.0,10625000.0,5.0,398.0,9.6,1
415.0,16.0,10000000.0,13.0,398.0,25.0,1
418.0,15.0,9375000.0,0.0,398.0,0.0,1
420.0,16.0,10000000.0,2.0,398.0,3.8,1
422.0,18.0,11250000.0,44.0,398.0,84.7,1
423.0,16.0,10000000.0,37.5,398.0,72.2,1
424.0,16.0,10000000.0,0.0,398.0,0.0,1
425.0,15.0,9375000.0,4.0,398.0,7.7,1
426.0,17.0,10625000.0,113.5,398.0,218.4,1
427.0,17.0,10625000.0,16.5,398.0,31.8,1
428.0,16.0,10000000.0,24.0,398.0,46.2,1
429.0,16.0,10000000.0,26.0,398.0,50.0,1
430.0,18.0,11250000.0,11.5,398.0,22.1,1
431.0,17.0,10625000.0,55.0,398.0,105.9,1
432.0,18.0,11250000.0,83.5,398.0,160.7,1
433.0,20.0,12500000.0,11.0,398.0,21.2,1
434.0,18.0,11250000.0,22.0,398.0,42.3,1
435.0,18.0,11250000.0,18.0,398.0,34.6,1
436.0,18.0,11250000.0,49.0,398.0,94.3,1
437.0,17.0,10625000.0,126.5,398.0,243.5,1
438.0,20.0,12500000.0,23.5,398.0,45.2,1
439.0,19.0,11875000.0,34.5,398.0,66.4,1
441.0,18.0,11250000.0,38.0,398.0,73.1,1
442.0,17.0,10625000.0,1.5,398.0,2.9,1
443.0,19.0,11875000.0,93.5,398.0,180.0,1
444.0,17.0,10625000.0,8.0,398.0,15.4,1
445.0,17.0,10625000.0,17.5,398.0,33.7,1
446.0,18.0,11250000.0,24.0,398.0,46.2,1
447.0,17.0,10625000.0,39.5,398.0,76.0,1
448.0,18.0,11250000.0,10.5,398.0,20.2,1
449.0,19.0,11875000.0,11.5,398.0,22.1,1
450.0,18.0,11250000.0,28.5,398.0,54.9,1
451.0,18.0,11250000.0,86.5,398.0,166.5,1
452.0,18.0,11250000.0,9.0,398.0,17.3,1
453.0,17.0,10625000.0,19.5,398.0,37.5,1
454.0,18.0,11250000.0,17.0,398.0,32.7,1
455.0,19.0,11875000.0,63.0,398.0,121.3,1
456.0,18.0,11250000.0,5.0,398.0,9.6,1
457.0,17.0,10625000.0,53.5,398.0,103.0,1
